,N_p,V_p,V_He,NS_angle,Vth_p
2017-10-15 01:06:00,3.79,594.5,617.0,-0.3,44.5
2017-10-15 01:07:00,3.9250002,590.5,610.5,-0.35000002,42.0
2017-10-15 01:08:00,3.895,585.5,606.0,-0.79999995,42.5
2017-10-15 01:09:00,3.94,589.5,611.0,-0.75,43.5
2017-10-15 01:10:00,3.51,604.0,629.0,-0.9,47.0
2017-10-15 01:11:00,3.0549998,627.5,660.0,-0.25,53.0
2017-10-15 01:12:00,2.8449998,626.5,663.0,0.3,55.0
2017-10-15 01:13:00,3.4450002,605.5,631.0,0.1,47.0
2017-10-15 01:14:00,3.605,598.0,622.0,0.35000002,45.5
2017-10-15 01:15:00,3.6,603.0,627.0,-0.79999995,46.0
2017-10-15 01:16:00,3.5149999,598.5,623.0,0.45,46.0
2017-10-15 01:17:00,2.75,621.5,658.0,0.05,55.0
2017-10-15 01:18:00,3.105,607.5,641.5,0.3,53.0
2017-10-15 01:19:00,3.6,586.0,605.5,0.15,42.0
2017-10-15 01:20:00,3.385,604.0,629.0,-0.3,46.0
2017-10-15 01:21:00,3.85,588.5,609.0,-0.15,43.5
2017-10-15 01:22:00,3.88,580.5,597.5,-0.75,39.0
2017-10-15 01:23:00,3.6100001,583.0,600.5,-0.79999995,40.0
2017-10-15 01:24:00,3.685,588.5,610.5,-0.75,43.5
2017-10-15 01:25:00,2.925,597.0,621.5,-0.4,46.0
2017-10-15 01:26:00,2.65,598.0,621.5,0.0,45.5
2017-10-15 01:27:00,2.795,596.5,619.5,0.2,45.0
2017-10-15 01:28:00,3.0349998,594.0,616.5,0.45,44.0
2017-10-15 01:29:00,3.1,594.5,618.5,0.15,46.0
2017-10-15 01:30:00,3.24,593.5,616.0,0.35000002,44.5
2017-10-15 01:31:00,3.51,587.5,608.0,0.25,43.0
2017-10-15 01:32:00,3.69,586.0,605.5,0.25,42.0
2017-10-15 01:33:00,3.815,583.5,602.0,0.05,41.0
2017-10-15 01:34:00,3.83,586.0,606.5,-0.05,42.5
2017-10-15 01:35:00,3.5500002,588.0,610.0,-0.15,43.5
2017-10-15 01:36:00,3.69,591.5,613.5,-1.35,43.5
2017-10-15 01:37:00,3.56,588.5,608.0,-1.95,41.5
2017-10-15 01:38:00,3.525,592.0,611.5,-2.15,42.0
2017-10-15 01:39:00,3.3600001,596.5,618.0,-2.35,43.5
2017-10-15 01:40:00,3.8400002,591.0,612.0,-2.05,43.0
2017-10-15 01:41:00,3.435,596.5,619.0,-2.35,44.5
2017-10-15 01:42:00,3.455,594.5,616.5,-2.5,44.0
2017-10-15 01:43:00,2.935,601.0,624.5,-2.6999998,45.0
2017-10-15 01:44:00,2.815,610.5,637.5,-1.55,48.0
2017-10-15 01:45:00,3.6599998,600.5,625.5,-1.45,46.5
2017-10-15 01:46:00,3.42,611.0,637.5,-0.70000005,47.5
2017-10-15 01:47:00,3.135,621.5,653.0,-1.2,51.5
2017-10-15 01:48:00,3.155,626.0,662.0,-1.05,54.5
2017-10-15 01:49:00,3.0700002,627.0,661.0,-1.05,53.5
2017-10-15 01:50:00,3.495,617.0,646.0,-0.6,50.0
2017-10-15 01:51:00,3.475,603.5,630.0,-0.40000004,47.5
2017-10-15 01:52:00,3.545,608.5,634.5,-1.45,47.5
2017-10-15 01:53:00,3.7350001,604.0,629.5,-2.0,47.0
2017-10-15 01:54:00,3.795,599.0,623.0,-1.05,45.5
2017-10-15 01:55:00,3.9650002,590.5,612.0,-0.95,44.0
2017-10-15 01:56:00,4.005,586.0,607.0,-0.7,43.0
2017-10-15 01:57:00,4.17,581.0,600.0,-1.2,42.0
2017-10-15 01:58:00,3.92,592.0,613.5,-0.65,43.5
2017-10-15 01:59:00,2.755,628.5,669.0,-1.6999999,57.5
2017-10-15 02:00:00,3.365,632.0,668.5,-1.15,55.5
2017-10-15 02:01:00,3.2649999,624.5,659.5,-0.15,54.5
2017-10-15 02:02:00,2.505,653.5,698.0,0.75,60.0
2017-10-15 02:03:00,2.185,677.0,719.0,0.45,59.0
2017-10-15 02:04:00,2.42,667.0,712.0,0.35,61.0
2017-10-15 02:05:00,2.53,657.0,704.5,1.0,62.5
2017-10-15 02:06:00,2.975,627.0,666.5,0.6,57.0
2017-10-15 02:07:00,3.46,613.5,642.0,0.15,49.0
2017-10-15 02:08:00,3.745,606.0,632.5,-0.099999994,48.0
2017-10-15 02:09:00,3.6100001,592.5,614.5,0.25,44.0
2017-10-15 02:10:00,3.4850001,604.5,629.5,0.3,47.0
2017-10-15 02:11:00,3.4450002,599.0,624.5,0.85,47.0
2017-10-15 02:12:00,3.495,605.5,632.0,0.70000005,47.5
2017-10-15 02:13:00,3.5700002,593.0,615.5,0.75,45.0
2017-10-15 02:14:00,3.84,590.0,612.0,1.1,44.0
2017-10-15 02:15:00,3.53,595.5,617.5,1.25,44.0
2017-10-15 02:16:00,3.48,591.0,611.5,1.5,43.0
2017-10-15 02:17:00,3.275,596.5,620.0,1.4,44.5
2017-10-15 02:18:00,3.1999998,600.0,623.5,1.7,45.5
2017-10-15 02:19:00,3.245,595.0,617.0,1.55,44.0
2017-10-15 02:20:00,3.4699998,588.0,608.5,1.45,42.5
2017-10-15 02:21:00,3.8,585.0,605.0,0.65,42.0
2017-10-15 02:22:00,3.7150002,585.5,605.0,1.05,41.5
2017-10-15 02:23:00,3.75,586.0,606.0,0.7,42.5
2017-10-15 02:24:00,3.6,589.5,611.5,0.25,43.5
2017-10-15 02:25:00,3.91,589.5,610.5,0.4,43.5
2017-10-15 02:26:00,3.7800002,592.0,614.5,0.1,44.5
2017-10-15 02:27:00,3.6950002,586.5,606.5,0.9,42.0
2017-10-15 02:28:00,3.435,599.0,623.0,1.15,46.0
2017-10-15 02:29:00,3.6399999,597.0,621.5,0.55,46.0
2017-10-15 02:30:00,3.225,614.0,645.5,0.75,51.5
2017-10-15 02:31:00,4.055,583.0,603.5,0.19999999,42.5
2017-10-15 02:32:00,3.9850001,582.5,601.5,0.0,41.0
2017-10-15 02:33:00,3.79,584.0,602.5,0.4,40.5
2017-10-15 02:34:00,3.98,583.0,601.5,-0.8,41.0
2017-10-15 02:35:00,3.83,587.5,609.0,-0.4,43.5
2017-10-15 02:36:00,4.04,592.0,614.5,-0.049999997,45.0
2017-10-15 02:37:00,3.9250002,585.0,605.5,0.15,43.0
2017-10-15 02:38:00,3.88,586.5,607.0,0.65,43.0
2017-10-15 02:39:00,3.99,583.0,600.0,0.9,40.0
2017-10-15 02:40:00,3.71,589.0,608.5,1.5,41.5
2017-10-15 02:41:00,3.6100001,598.0,621.5,1.35,45.0
2017-10-15 02:42:00,3.44,595.5,617.5,1.9,44.0
2017-10-15 02:43:00,2.695,607.0,633.0,1.45,47.5
2017-10-15 02:44:00,3.365,599.5,623.5,1.8,45.5
2017-10-15 02:45:00,3.83,585.5,605.5,0.85,41.5
2017-10-15 02:46:00,3.085,611.5,642.5,0.95,51.0
2017-10-15 02:47:00,2.525,632.5,671.0,0.95000005,57.0
2017-10-15 02:48:00,3.5949998,584.5,604.0,0.75,42.0
2017-10-15 02:49:00,1.9,644.5,684.0,1.0,57.0
2017-10-15 02:50:00,1.9300001,643.0,682.5,0.55,57.0
2017-10-15 02:51:00,1.855,636.0,676.0,0.75,57.0
2017-10-15 02:52:00,2.66,607.0,637.0,0.35000002,50.0
2017-10-15 02:53:00,1.9449999,619.0,656.0,0.5,55.0
2017-10-15 02:54:00,1.905,618.5,655.0,0.5,55.0
2017-10-15 02:55:00,1.8,618.0,654.5,0.65,54.5
2017-10-15 02:56:00,1.8800001,629.0,666.5,0.45000002,55.0
2017-10-15 02:57:00,1.95,650.5,692.5,0.75,59.0
2017-10-15 02:58:00,1.78,622.0,659.5,0.4,55.5
2017-10-15 02:59:00,3.025,601.0,627.0,0.45,47.0
2017-10-15 03:00:00,2.98,600.5,626.0,0.6,47.0
2017-10-15 03:01:00,2.7649999,601.0,628.0,0.8,48.0
2017-10-15 03:02:00,2.6100001,604.0,631.5,0.75,48.5
2017-10-15 03:03:00,2.37,610.5,641.5,0.95,50.5
2017-10-15 03:04:00,2.23,610.5,642.0,0.85,51.0
2017-10-15 03:05:00,2.325,603.0,631.5,0.85,49.0
2017-10-15 03:06:00,2.63,598.0,624.0,0.75,47.5
2017-10-15 03:07:00,2.815,596.0,621.0,0.5,46.5
2017-10-15 03:08:00,2.69,599.0,625.0,0.85,46.5
2017-10-15 03:09:00,2.88,601.0,627.5,1.45,47.0
2017-10-15 03:10:00,2.92,598.0,621.0,1.1,44.5
2017-10-15 03:11:00,3.2,589.0,610.0,1.4,43.0
2017-10-15 03:12:00,3.045,591.0,611.0,1.3,42.0
2017-10-15 03:13:00,3.3000002,588.5,606.5,1.3,40.0
2017-10-15 03:14:00,3.3000002,590.5,609.5,1.25,41.5
2017-10-15 03:15:00,3.3249998,585.0,603.0,0.9,40.0
2017-10-15 03:16:00,3.415,587.0,605.0,1.2,40.0
2017-10-15 03:17:00,3.395,587.0,607.0,1.0,42.0
2017-10-15 03:18:00,3.04,590.5,610.5,0.65,42.0
2017-10-15 03:19:00,3.625,583.5,600.5,1.25,39.0
2017-10-15 03:20:00,3.505,589.5,609.0,1.5,41.5
2017-10-15 03:21:00,3.6,584.5,602.0,1.25,39.5
2017-10-15 03:22:00,3.6550002,582.5,599.5,1.1,39.0
2017-10-15 03:23:00,3.68,582.0,598.0,1.4,38.0
2017-10-15 03:24:00,3.795,583.0,600.5,1.3,39.5
2017-10-15 03:25:00,3.67,583.5,601.5,1.1500001,40.0
2017-10-15 03:26:00,3.69,583.0,601.5,1.45,41.0
2017-10-15 03:27:00,3.545,585.0,603.0,1.0,40.5
2017-10-15 03:28:00,3.9,585.0,604.0,0.65,42.0
2017-10-15 03:29:00,3.56,589.5,612.0,1.0,44.5
2017-10-15 03:30:00,3.51,590.5,612.0,1.05,44.0
2017-10-15 03:31:00,3.255,590.0,611.5,1.05,44.0
2017-10-15 03:32:00,3.135,591.0,613.5,1.1,44.5
2017-10-15 03:33:00,3.1100001,592.5,615.0,1.05,44.5
2017-10-15 03:34:00,2.2849998,603.5,631.5,-0.8,48.5
2017-10-15 03:35:00,2.81,592.0,614.0,-2.65,44.0
2017-10-15 03:36:00,3.095,589.5,608.5,-1.9000001,41.0
2017-10-15 03:37:00,3.315,586.0,604.5,-2.0,41.0
2017-10-15 03:38:00,3.33,589.0,608.0,-2.65,41.0
2017-10-15 03:39:00,3.025,592.0,612.5,-2.4499998,42.5
2017-10-15 03:40:00,2.7649999,597.5,621.0,-2.5,45.0
2017-10-15 03:41:00,2.81,594.0,616.0,-2.75,43.5
2017-10-15 03:42:00,2.775,593.0,615.5,-2.6999998,44.0
2017-10-15 03:43:00,3.28,587.5,609.5,-2.5500002,43.5
2017-10-15 03:44:00,3.095,593.5,616.0,-2.55,44.5
2017-10-15 03:45:00,3.24,587.0,608.0,-2.4499998,42.5
2017-10-15 03:46:00,3.135,588.0,608.0,-2.1,42.0
2017-10-15 03:47:00,3.03,588.0,609.5,-1.6500001,43.5
2017-10-15 03:48:00,3.2,585.5,606.0,-2.1,42.5
2017-10-15 03:49:00,3.16,586.0,606.0,-1.85,42.5
2017-10-15 03:50:00,3.385,580.5,600.0,-1.3,41.5
2017-10-15 03:51:00,3.08,589.5,611.5,-1.8,43.5
2017-10-15 03:52:00,2.32,606.0,635.5,-2.0,49.5
2017-10-15 03:53:00,2.725,598.0,623.5,-1.95,46.5
2017-10-15 03:54:00,2.545,600.0,626.5,-1.75,47.5
2017-10-15 03:55:00,2.56,599.0,625.5,-1.6,47.0
2017-10-15 03:56:00,2.8400002,593.5,617.0,-1.4000001,45.0
2017-10-15 03:57:00,3.02,592.5,615.0,-2.1,44.5
2017-10-15 03:58:00,2.975,593.5,616.5,-2.1,45.0
2017-10-15 03:59:00,3.0949998,588.5,609.5,-1.75,43.0
2017-10-15 04:00:00,2.9650002,587.0,608.5,-1.9499999,44.0
2017-10-15 04:01:00,3.0149999,591.0,611.0,-2.35,42.5
2017-10-15 04:02:00,3.365,583.0,600.0,-2.15,39.5
2017-10-15 04:03:00,3.335,581.5,598.0,-2.2,38.5
2017-10-15 04:04:00,3.4099998,580.0,594.5,-1.85,37.0
2017-10-15 04:05:00,3.155,586.5,603.5,-2.6,39.5
2017-10-15 04:06:00,3.44,582.5,599.0,-2.5,38.5
2017-10-15 04:07:00,3.065,586.0,603.5,-2.5,39.5
2017-10-15 04:08:00,3.06,585.5,602.5,-2.5,39.5
2017-10-15 04:09:00,2.93,585.5,603.0,-2.2,39.5
2017-10-15 04:10:00,3.01,586.0,603.5,-2.7,39.5
2017-10-15 04:11:00,3.105,584.0,601.5,-2.2,39.5
2017-10-15 04:12:00,3.12,582.0,600.5,-2.1,40.5
2017-10-15 04:13:00,3.215,582.0,599.0,-1.9,39.0
2017-10-15 04:14:00,3.29,581.0,596.0,-1.9,38.0
2017-10-15 04:15:00,3.065,582.5,599.5,-1.9499999,38.5
2017-10-15 04:16:00,3.0149999,584.0,601.5,-1.5999999,39.0
2017-10-15 04:17:00,3.23,582.0,600.0,-1.9,40.0
2017-10-15 04:18:00,2.845,583.5,602.0,-1.2,40.5
2017-10-15 04:19:00,3.0149999,582.5,598.5,-0.35,39.0
2017-10-15 04:20:00,2.99,582.5,599.5,-0.2,39.0
2017-10-15 04:21:00,2.76,583.0,603.0,-0.4,41.5
2017-10-15 04:22:00,2.905,588.5,607.5,0.65000004,41.0
2017-10-15 04:23:00,3.08,583.5,600.5,-2.05,39.0
2017-10-15 04:24:00,3.12,582.5,599.0,-2.15,38.5
2017-10-15 04:25:00,3.08,583.5,600.0,-2.05,38.5
2017-10-15 04:26:00,3.0749998,583.5,600.0,-1.9,38.5
2017-10-15 04:27:00,2.895,585.0,602.0,-1.1500001,39.0
2017-10-15 04:28:00,2.935,583.5,600.5,-1.45,38.5
2017-10-15 04:29:00,3.06,581.5,598.5,-1.6500001,39.0
2017-10-15 04:30:00,2.9299998,583.5,600.5,-1.5,39.0
2017-10-15 04:31:00,2.9650002,583.0,600.0,-0.6,39.0
2017-10-15 04:32:00,2.875,583.5,601.0,-0.65,40.0
2017-10-15 04:33:00,2.905,583.5,601.5,-0.65,39.5
2017-10-15 04:34:00,3.0349998,581.5,598.0,-0.95,38.5
2017-10-15 04:35:00,3.0,583.0,600.0,-0.7,39.0
2017-10-15 04:36:00,3.04,582.0,598.0,-0.75,37.5
2017-10-15 04:37:00,2.9050002,584.5,602.5,-0.9,40.0
2017-10-15 04:38:00,2.71,584.0,603.0,-0.65,40.5
2017-10-15 04:39:00,2.81,583.0,602.0,-0.15,41.5
2017-10-15 04:40:00,2.905,582.5,600.5,-0.65,40.5
2017-10-15 04:41:00,2.95,581.5,597.5,-1.15,38.0
2017-10-15 04:42:00,2.895,582.5,599.0,-1.3,38.5
2017-10-15 04:43:00,2.9299998,581.0,597.5,-0.9,38.5
2017-10-15 04:44:00,3.05,580.0,595.5,-0.7,38.0
2017-10-15 04:45:00,2.9250002,582.0,599.0,-0.70000005,39.0
2017-10-15 04:46:00,3.095,584.5,602.5,-0.100000024,40.0
2017-10-15 04:47:00,2.9850001,586.0,607.5,-1.3,43.0
2017-10-15 04:48:00,2.96,587.5,608.0,-1.4,42.5
2017-10-15 04:49:00,2.99,587.0,608.0,-1.25,43.0
2017-10-15 04:50:00,2.9650002,587.5,608.5,-1.3499999,42.5
2017-10-15 04:51:00,2.835,584.0,604.0,-1.2,42.0
2017-10-15 04:52:00,2.9050002,583.5,603.0,-1.4,41.5
2017-10-15 04:53:00,3.065,582.5,601.5,-1.5,41.5
2017-10-15 04:54:00,3.02,585.0,603.5,-1.55,41.0
2017-10-15 04:55:00,3.0549998,584.0,603.0,-1.6500001,41.0
2017-10-15 04:56:00,3.02,586.0,605.5,-1.75,42.0
2017-10-15 04:57:00,2.9450002,586.5,607.5,-1.6500001,42.5
2017-10-15 04:58:00,3.0549998,586.0,606.0,-1.6500001,42.0
2017-10-15 04:59:00,3.145,586.0,605.0,-1.75,41.0
2017-10-15 05:00:00,2.77,588.5,611.0,-1.9,43.5
2017-10-15 05:01:00,2.9650002,587.5,607.5,-2.4,42.0
2017-10-15 05:02:00,3.09,586.5,605.0,-2.15,40.5
2017-10-15 05:03:00,3.2350001,584.5,602.5,-1.6500001,40.0
2017-10-15 05:04:00,3.23,583.0,601.5,-1.75,39.5
2017-10-15 05:05:00,3.21,583.0,600.5,-1.5,39.5
2017-10-15 05:06:00,2.545,591.0,614.5,-1.75,45.0
2017-10-15 05:07:00,2.6999998,589.5,612.0,-1.9,44.0
2017-10-15 05:08:00,3.19,583.0,602.0,-1.8,41.0
2017-10-15 05:09:00,3.115,585.5,605.0,-2.05,41.5
2017-10-15 05:10:00,3.2150002,583.5,601.5,-2.0,40.0
2017-10-15 05:11:00,3.1100001,586.5,605.0,-2.7,41.0
2017-10-15 05:12:00,3.1,587.0,605.0,-2.5,40.5
2017-10-15 05:13:00,3.16,583.0,602.5,-1.55,41.5
2017-10-15 05:14:00,3.205,585.5,603.5,-2.15,40.5
2017-10-15 05:15:00,3.1399999,585.0,603.5,-2.15,40.5
2017-10-15 05:16:00,3.1,585.5,603.5,-2.15,40.5
2017-10-15 05:17:00,3.19,582.5,601.0,-1.9,40.5
2017-10-15 05:18:00,3.155,583.5,601.0,-1.8,39.5
2017-10-15 05:19:00,3.25,584.0,601.5,-1.6,39.5
2017-10-15 05:20:00,3.2350001,585.5,602.5,-1.95,40.0
2017-10-15 05:21:00,3.3049998,583.5,602.0,-2.0,40.5
2017-10-15 05:22:00,3.4450002,584.5,601.5,-2.05,39.0
2017-10-15 05:23:00,3.42,585.0,603.5,-2.0,40.5
2017-10-15 05:24:00,3.28,584.5,602.5,-1.75,39.5
2017-10-15 05:25:00,3.23,585.0,604.0,-1.45,41.0
2017-10-15 05:26:00,3.3600001,584.5,602.5,-2.05,40.5
2017-10-15 05:27:00,2.88,585.0,605.0,-1.9,42.0
2017-10-15 05:28:00,3.41,585.0,602.0,-2.0,40.0
2017-10-15 05:29:00,3.6350002,582.0,598.5,-2.05,38.5
2017-10-15 05:30:00,3.75,581.5,597.5,-2.05,39.0
2017-10-15 05:31:00,3.51,584.0,601.5,-2.15,40.0
2017-10-15 05:32:00,3.22,583.5,601.5,-1.2,41.0
2017-10-15 05:33:00,3.1399999,582.5,602.0,-0.95000005,41.5
2017-10-15 05:34:00,3.0149999,584.0,604.0,-0.85,41.5
2017-10-15 05:35:00,3.1,584.5,603.5,-0.85,41.5
2017-10-15 05:36:00,3.085,583.5,603.0,-1.2,41.5
2017-10-15 05:37:00,3.295,584.0,602.0,-1.85,40.5
2017-10-15 05:38:00,3.065,586.5,606.0,-2.35,42.0
2017-10-15 05:39:00,3.18,585.0,604.5,-2.0,41.5
2017-10-15 05:40:00,3.26,585.5,603.5,-2.15,40.5
2017-10-15 05:41:00,3.245,585.0,603.0,-2.25,39.5
2017-10-15 05:42:00,2.605,588.0,610.5,-1.5999999,44.0
2017-10-15 05:43:00,2.13,595.5,621.5,-1.05,47.5
2017-10-15 05:44:00,2.01,597.5,625.5,-1.1,49.0
2017-10-15 05:45:00,1.92,602.0,631.5,-0.8,49.5
2017-10-15 05:46:00,1.785,606.5,640.0,-1.0,52.5
2017-10-15 05:47:00,2.055,602.5,632.0,-1.05,50.0
2017-10-15 05:48:00,2.6999998,589.5,612.0,-1.55,44.0
2017-10-15 05:49:00,2.675,590.5,614.5,-1.4,45.5
2017-10-15 05:50:00,2.865,588.0,610.5,-1.5,44.5
2017-10-15 05:51:00,2.855,587.0,609.0,-1.4,43.5
2017-10-15 05:52:00,2.9099998,587.0,608.5,-1.5,43.5
2017-10-15 05:53:00,2.8899999,586.5,608.0,-1.65,43.5
2017-10-15 05:54:00,2.885,586.5,607.5,-1.6500001,43.5
2017-10-15 05:55:00,3.08,589.0,609.0,-2.45,42.5
2017-10-15 05:56:00,3.1,584.5,602.0,-1.95,39.5
2017-10-15 05:57:00,3.3200002,581.5,597.0,-1.65,38.0
2017-10-15 05:58:00,3.2350001,584.0,601.0,-1.6500001,39.0
2017-10-15 05:59:00,3.385,580.0,595.5,-1.6,38.0
2017-10-15 06:00:00,3.505,577.5,591.0,-1.6,36.0
2017-10-15 06:01:00,3.375,579.5,595.0,-1.95,37.5
2017-10-15 06:02:00,3.2150002,582.5,599.0,-1.55,38.5
2017-10-15 06:03:00,3.26,582.0,600.0,-1.5,40.0
2017-10-15 06:04:00,3.0900002,585.5,604.0,-1.5,40.5
2017-10-15 06:05:00,3.205,584.0,601.0,-1.35,39.5
2017-10-15 06:06:00,3.4650002,581.5,597.5,-1.2,39.0
2017-10-15 06:07:00,3.4450002,581.5,598.5,-1.4,38.5
2017-10-15 06:08:00,3.405,581.5,598.0,-1.3499999,38.5
2017-10-15 06:09:00,3.4450002,581.5,597.5,-1.1,39.0
2017-10-15 06:10:00,3.3049998,583.0,600.0,-1.6,39.0
2017-10-15 06:11:00,3.37,583.5,603.0,-1.1,41.0
2017-10-15 06:12:00,3.35,584.5,603.0,-1.25,40.5
2017-10-15 06:13:00,3.49,581.5,598.5,-1.4000001,39.5
2017-10-15 06:14:00,3.475,581.5,599.5,-1.45,40.0
2017-10-15 06:15:00,3.405,583.5,601.0,-1.4000001,40.5
2017-10-15 06:16:00,3.23,584.0,602.0,-1.8,40.0
2017-10-15 06:17:00,3.3049998,583.5,601.0,-1.65,40.0
2017-10-15 06:18:00,3.29,584.0,601.0,-1.8,39.5
2017-10-15 06:19:00,3.25,583.0,600.0,-1.5999999,39.0
2017-10-15 06:20:00,3.345,583.5,601.0,-1.8,40.0
2017-10-15 06:21:00,3.215,586.5,605.0,-1.9,40.0
2017-10-15 06:22:00,3.215,587.0,605.5,-2.45,40.5
2017-10-15 06:23:00,3.275,586.5,604.5,-2.25,40.0
2017-10-15 06:24:00,3.335,585.5,603.0,-2.15,39.0
2017-10-15 06:25:00,3.29,585.5,603.5,-2.15,39.5
2017-10-15 06:26:00,3.145,586.5,603.5,48.4,40.0
2017-10-15 06:27:00,3.225,586.0,603.0,-2.4,40.0
2017-10-15 06:28:00,3.0700002,585.5,605.0,-1.65,42.0
2017-10-15 06:29:00,2.83,587.5,609.0,-1.25,43.5
2017-10-15 06:30:00,2.98,585.5,605.5,-0.39999998,42.0
2017-10-15 06:31:00,2.83,588.5,610.0,-0.2,43.5
2017-10-15 06:32:00,2.9,584.5,604.5,-0.4,42.0
2017-10-15 06:33:00,2.95,583.0,602.0,-1.0,41.0
2017-10-15 06:34:00,2.915,582.5,602.5,-1.05,41.5
2017-10-15 06:35:00,2.755,583.5,604.5,-0.85,42.5
2017-10-15 06:36:00,2.65,583.0,605.0,-0.85,43.5
2017-10-15 06:37:00,2.9099998,584.0,604.5,-0.35000002,42.5
2017-10-15 06:38:00,2.865,582.0,603.0,-0.4,42.5
2017-10-15 06:39:00,2.7849998,585.0,607.0,-1.15,43.5
2017-10-15 06:40:00,2.895,584.5,604.0,-1.55,41.5
2017-10-15 06:41:00,2.88,583.5,603.0,-1.3,41.5
2017-10-15 06:42:00,2.81,582.5,603.0,-1.3,42.0
2017-10-15 06:43:00,2.98,584.0,603.5,-1.4,41.0
2017-10-15 06:44:00,2.975,586.5,606.5,-1.3,42.5
