,N_p,V_p,V_He,NS_angle,Vth_p
2017-10-05 01:11:00,5.83,370.5,373.5,-1.05,21.5
2017-10-05 01:12:00,5.78,371.0,374.0,-1.1500001,21.5
2017-10-05 01:13:00,5.925,370.0,373.0,-1.0,21.0
2017-10-05 01:14:00,5.79,371.0,374.0,-1.1,22.0
2017-10-05 01:15:00,5.835,370.0,373.0,-1.0,21.0
2017-10-05 01:16:00,5.875,371.0,373.5,-1.0,21.5
2017-10-05 01:17:00,5.82,370.5,373.5,-1.1500001,22.0
2017-10-05 01:18:00,5.825,371.0,373.5,-1.2,21.5
2017-10-05 01:19:00,5.835,370.5,373.5,-1.1,21.5
2017-10-05 01:20:00,5.8050003,370.5,373.0,-1.1500001,21.0
2017-10-05 01:21:00,5.83,371.0,373.0,-1.1,21.0
2017-10-05 01:22:00,5.79,371.0,374.0,-1.2,22.0
2017-10-05 01:23:00,5.8050003,371.0,374.0,-1.2,21.5
2017-10-05 01:24:00,5.76,371.0,374.0,-1.2,22.0
2017-10-05 01:25:00,5.755,372.0,375.0,-1.1500001,22.0
2017-10-05 01:26:00,5.745,371.5,374.5,-1.0,22.0
2017-10-05 01:27:00,5.82,371.0,374.0,-1.1,22.0
2017-10-05 01:28:00,5.775,371.0,374.0,-1.1,22.0
2017-10-05 01:29:00,5.79,371.5,374.0,-1.1,22.0
2017-10-05 01:30:00,5.815,371.5,374.5,-0.9,21.5
2017-10-05 01:31:00,5.82,371.0,373.5,-0.95,21.5
2017-10-05 01:32:00,5.77,370.0,373.0,-0.95,21.0
2017-10-05 01:33:00,5.8,371.0,374.0,-1.0,21.5
2017-10-05 01:34:00,5.8450003,371.0,373.5,-0.85,22.0
2017-10-05 01:35:00,6.065,368.0,370.5,-0.9,21.0
2017-10-05 01:36:00,6.0150003,368.5,370.5,-0.95,21.0
2017-10-05 01:37:00,5.955,369.5,372.0,-1.05,21.0
2017-10-05 01:38:00,5.95,369.0,371.5,-0.95,21.0
2017-10-05 01:39:00,5.88,370.0,372.5,-0.95,21.0
2017-10-05 01:40:00,5.755,370.5,373.5,-0.9,21.5
2017-10-05 01:41:00,5.7,371.5,374.5,-0.85,22.0
2017-10-05 01:42:00,5.72,371.0,374.0,-0.8,22.0
2017-10-05 01:43:00,5.765,370.5,373.5,-0.95000005,21.5
2017-10-05 01:44:00,5.73,371.0,374.0,-0.95,22.0
2017-10-05 01:45:00,5.865,370.5,373.5,-0.75,21.5
2017-10-05 01:46:00,5.875,370.0,373.0,-0.75,21.0
2017-10-05 01:47:00,5.84,371.5,374.5,-0.85,22.0
2017-10-05 01:48:00,5.8100004,374.0,377.5,-0.95000005,22.5
2017-10-05 01:49:00,5.76,371.5,374.5,-0.8,22.0
2017-10-05 01:50:00,5.79,371.5,374.5,-0.8,22.0
2017-10-05 01:51:00,5.755,372.5,375.5,-0.95,22.5
2017-10-05 01:52:00,5.64,374.5,378.5,-0.95,23.0
2017-10-05 01:53:00,5.6899996,375.5,379.5,-1.1,23.0
2017-10-05 01:54:00,5.6800003,376.0,380.0,-1.05,23.5
2017-10-05 01:55:00,5.5550003,377.5,382.0,-1.1500001,24.0
2017-10-05 01:56:00,5.66,376.0,379.5,-1.2,23.0
2017-10-05 01:57:00,5.84,377.0,380.5,-0.9,23.5
2017-10-05 01:58:00,5.8599997,381.5,387.5,-0.6,26.5
2017-10-05 01:59:00,5.9,381.5,387.0,-0.2,25.5
2017-10-05 02:00:00,5.9849997,382.0,387.0,-0.15,26.0
2017-10-05 02:01:00,5.95,380.5,385.5,0.0,25.0
2017-10-05 02:02:00,5.75,379.0,384.0,-0.35,24.5
2017-10-05 02:03:00,5.77,379.5,384.0,-0.45000002,25.0
2017-10-05 02:04:00,5.7700005,377.5,382.0,-1.05,24.0
2017-10-05 02:05:00,5.865,378.0,382.5,-0.70000005,24.0
2017-10-05 02:06:00,5.95,378.5,383.5,-0.5,24.5
2017-10-05 02:07:00,5.915,379.5,383.5,-0.55,24.5
2017-10-05 02:08:00,5.86,379.0,383.0,-0.5,24.5
2017-10-05 02:09:00,5.8450003,379.0,383.5,-0.45,24.5
2017-10-05 02:10:00,5.955,381.0,386.0,-0.4,25.5
2017-10-05 02:11:00,6.13,379.5,384.0,0.15,24.0
2017-10-05 02:12:00,5.885,377.0,381.5,-0.35,23.5
2017-10-05 02:13:00,5.915,377.5,381.0,-1.75,23.5
2017-10-05 02:14:00,5.955,380.5,385.0,-2.6,24.0
2017-10-05 02:15:00,5.875,377.5,382.0,-2.65,23.5
2017-10-05 02:16:00,5.73,381.5,386.5,-2.2,24.5
2017-10-05 02:17:00,6.0950003,381.0,385.5,-2.4,24.5
2017-10-05 02:18:00,6.14,381.5,385.5,-2.8,24.5
2017-10-05 02:19:00,6.33,383.0,387.5,-3.5,25.0
2017-10-05 02:20:00,6.005,381.5,386.0,-2.8,24.5
2017-10-05 02:21:00,6.055,382.0,387.5,-1.6500001,26.0
2017-10-05 02:22:00,5.7650003,380.5,386.0,-1.0,26.0
2017-10-05 02:23:00,5.635,381.0,386.5,-0.65,25.5
2017-10-05 02:24:00,5.89,378.0,383.0,-1.1,24.0
2017-10-05 02:25:00,5.8199997,380.0,385.0,-0.75,25.0
2017-10-05 02:26:00,5.875,380.0,384.5,-0.45000002,25.0
2017-10-05 02:27:00,5.85,378.5,383.0,-0.7,24.5
2017-10-05 02:28:00,5.7799997,378.5,383.0,-0.65,24.0
2017-10-05 02:29:00,5.925,378.0,382.0,-0.4,24.0
2017-10-05 02:30:00,5.9849997,379.0,383.5,-0.35,24.5
2017-10-05 02:31:00,5.9849997,379.0,383.0,0.049999997,24.0
2017-10-05 02:32:00,6.09,382.5,388.0,0.1,26.5
2017-10-05 02:33:00,6.24,382.5,387.5,-0.099999994,26.0
2017-10-05 02:34:00,6.215,383.5,390.0,0.45000002,27.0
2017-10-05 02:35:00,6.0950003,383.5,390.0,0.55,27.5
2017-10-05 02:36:00,6.0600004,383.0,387.5,-0.049999997,25.5
2017-10-05 02:37:00,5.855,378.5,383.0,-0.9,24.5
2017-10-05 02:38:00,5.87,375.0,379.0,-1.0,22.5
2017-10-05 02:39:00,5.94,376.0,379.5,-0.5,23.0
2017-10-05 02:40:00,5.775,379.0,383.5,-0.8,24.5
2017-10-05 02:41:00,5.67,378.0,382.5,-1.0,24.0
2017-10-05 02:42:00,5.6899996,377.5,381.5,-0.85,24.0
2017-10-05 02:43:00,5.46,379.0,384.0,-1.1,24.5
2017-10-05 02:44:00,5.44,379.0,383.5,-1.2,24.0
2017-10-05 02:45:00,5.765,378.5,383.0,-1.05,25.0
2017-10-05 02:46:00,5.685,378.5,383.0,-0.95000005,24.0
2017-10-05 02:47:00,5.815,378.5,382.5,-1.0,24.0
2017-10-05 02:48:00,5.785,377.0,381.0,-1.0,24.0
2017-10-05 02:49:00,5.915,378.5,382.5,-0.85,24.0
2017-10-05 02:50:00,5.99,378.0,382.5,-0.3,24.0
2017-10-05 02:51:00,6.115,378.0,382.0,-0.25,24.0
2017-10-05 02:52:00,6.005,378.0,382.0,-0.25,24.0
2017-10-05 02:53:00,6.0,379.0,383.5,-0.35000002,24.5
2017-10-05 02:54:00,6.0699997,378.5,383.0,-0.25,24.0
2017-10-05 02:55:00,5.965,378.0,382.0,-0.25,23.5
2017-10-05 02:56:00,6.0150003,375.5,379.0,-0.2,22.5
2017-10-05 02:57:00,6.0699997,375.5,379.5,-0.3,23.0
2017-10-05 02:58:00,6.0299997,377.5,381.5,-0.35,24.0
2017-10-05 02:59:00,6.05,377.0,381.0,-0.4,24.0
2017-10-05 03:00:00,5.995,377.5,381.5,-0.55,24.0
2017-10-05 03:01:00,6.0550003,378.0,382.0,-0.45000002,24.0
2017-10-05 03:02:00,6.04,377.5,381.5,-0.3,24.0
2017-10-05 03:03:00,6.01,378.0,382.0,-0.55,24.0
2017-10-05 03:04:00,6.06,377.5,381.5,-0.55,23.5
2017-10-05 03:05:00,6.17,379.0,383.0,-0.15,24.0
2017-10-05 03:06:00,6.105,379.0,383.0,-0.2,24.5
2017-10-05 03:07:00,5.9700003,377.0,381.0,-0.6,23.5
2017-10-05 03:08:00,5.955,376.5,380.5,-0.79999995,23.5
2017-10-05 03:09:00,5.925,377.5,381.5,-1.2,23.5
2017-10-05 03:10:00,6.06,380.0,384.5,-1.7,24.5
2017-10-05 03:11:00,6.02,378.5,383.5,-0.70000005,24.0
2017-10-05 03:12:00,6.065,378.0,382.5,-0.75,24.0
2017-10-05 03:13:00,6.075,378.0,382.5,-0.79999995,24.0
2017-10-05 03:14:00,6.115,378.0,382.5,-0.29999998,24.0
2017-10-05 03:15:00,6.0150003,377.5,382.0,-0.45000002,24.0
2017-10-05 03:16:00,6.135,376.5,380.5,-0.4,23.0
2017-10-05 03:17:00,6.0950003,377.0,381.0,-0.4,23.0
2017-10-05 03:18:00,6.065,377.0,381.0,-0.85,23.5
2017-10-05 03:19:00,6.0249996,377.0,381.0,-1.15,24.0
2017-10-05 03:20:00,6.1099997,377.0,381.0,-0.6,23.5
2017-10-05 03:21:00,6.025,377.0,381.0,-0.8,24.0
2017-10-05 03:22:00,6.04,376.5,380.5,-1.1,23.0
2017-10-05 03:23:00,6.04,378.0,382.0,-0.95,24.0
2017-10-05 03:24:00,6.05,378.0,382.0,-1.25,24.0
2017-10-05 03:25:00,5.9750004,378.0,382.0,-0.95000005,24.0
2017-10-05 03:26:00,6.0550003,378.0,382.5,-0.8,24.0
2017-10-05 03:27:00,6.0699997,379.0,383.0,-0.3,24.5
2017-10-05 03:28:00,6.0950003,377.0,381.0,-0.6,24.0
2017-10-05 03:29:00,6.1099997,377.5,381.5,-0.75,24.0
2017-10-05 03:30:00,5.96,377.0,381.0,-0.95000005,24.0
2017-10-05 03:31:00,6.14,378.0,382.0,-0.45000002,24.0
2017-10-05 03:32:00,6.045,377.0,381.0,-0.5,23.5
2017-10-05 03:33:00,6.02,378.5,383.0,-0.25,24.5
2017-10-05 03:34:00,6.1850004,378.0,381.5,0.3,23.0
2017-10-05 03:35:00,6.115,384.0,389.0,0.70000005,25.5
2017-10-05 03:36:00,6.0699997,380.0,384.0,-0.25,24.0
2017-10-05 03:37:00,6.09,380.0,384.0,-0.1,25.0
2017-10-05 03:38:00,6.23,379.0,383.5,-0.6,24.0
2017-10-05 03:39:00,6.21,379.0,383.0,-0.15,24.0
2017-10-05 03:40:00,6.1549997,378.5,383.0,-0.6,24.0
2017-10-05 03:41:00,6.105,378.0,382.5,-0.75,23.5
2017-10-05 03:42:00,6.125,378.0,382.0,-0.4,24.0
2017-10-05 03:43:00,6.27,380.5,385.5,-0.05,25.0
2017-10-05 03:44:00,6.315,379.0,383.5,-0.05,24.0
2017-10-05 03:45:00,6.335,379.5,384.0,-0.1,24.0
2017-10-05 03:46:00,6.285,378.5,383.0,-0.35000002,24.0
2017-10-05 03:47:00,6.335,380.0,384.5,-0.5,24.5
2017-10-05 03:48:00,6.085,378.5,382.5,-0.6,24.0
2017-10-05 03:49:00,6.24,377.5,381.5,-0.45000002,23.5
2017-10-05 03:50:00,5.825,378.5,382.5,-0.55,24.0
2017-10-05 03:51:00,5.95,376.5,380.5,-0.55,23.0
2017-10-05 03:52:00,5.96,376.5,380.5,-0.65,23.0
2017-10-05 03:53:00,5.8950005,377.0,381.0,-0.55,23.5
2017-10-05 03:54:00,6.085,376.0,380.0,-0.6,23.0
2017-10-05 03:55:00,6.13,377.0,381.0,-0.3,23.5
2017-10-05 03:56:00,6.105,377.5,381.5,-0.15,23.5
2017-10-05 03:57:00,6.02,377.0,381.0,-0.55,23.5
2017-10-05 03:58:00,6.035,375.5,379.5,-0.70000005,23.0
2017-10-05 03:59:00,5.8450003,376.5,380.0,-1.4,23.5
2017-10-05 04:00:00,6.005,376.5,380.0,-0.35000002,23.0
2017-10-05 04:01:00,5.96,376.5,380.5,-0.25,23.5
2017-10-05 04:02:00,6.04,379.0,383.0,-0.099999994,24.0
2017-10-05 04:03:00,6.1949997,375.5,379.0,-1.9,23.0
2017-10-05 04:04:00,6.395,378.5,382.5,-2.25,24.0
2017-10-05 04:05:00,6.295,377.5,382.0,-1.65,24.0
2017-10-05 04:06:00,6.3050003,377.5,381.5,-1.6,24.0
2017-10-05 04:07:00,6.1400003,376.0,379.5,-1.5,23.0
2017-10-05 04:08:00,6.085,374.5,378.5,-1.1500001,23.0
2017-10-05 04:09:00,6.125,374.0,378.0,-1.3499999,23.0
2017-10-05 04:10:00,6.1499996,376.0,379.0,-1.6,23.0
2017-10-05 04:11:00,6.325,376.0,379.0,-1.8,23.0
2017-10-05 04:12:00,6.3199997,376.0,380.0,-1.8499999,23.0
2017-10-05 04:13:00,6.495,378.5,382.5,-2.35,24.0
2017-10-05 04:14:00,6.2299995,377.0,380.0,-1.7,23.0
2017-10-05 04:15:00,6.065,377.0,381.0,-0.9,23.0
2017-10-05 04:16:00,6.01,376.5,380.5,-1.1500001,23.0
2017-10-05 04:17:00,6.0299997,376.0,380.0,-1.0999999,23.5
2017-10-05 04:18:00,6.2749996,374.5,378.0,-1.4000001,22.5
2017-10-05 04:19:00,6.5249996,382.0,386.5,-2.1999998,25.0
2017-10-05 04:20:00,6.39,380.5,385.5,-1.75,24.5
2017-10-05 04:21:00,6.225,378.5,382.5,-1.2,24.0
2017-10-05 04:22:00,6.245,377.0,381.0,-1.05,23.5
2017-10-05 04:23:00,6.0699997,377.0,380.5,-1.3,23.5
2017-10-05 04:24:00,6.05,376.0,380.0,-1.1,23.0
2017-10-05 04:25:00,6.2250004,375.5,379.5,-0.55,23.0
2017-10-05 04:26:00,6.205,377.0,381.0,-1.55,23.5
2017-10-05 04:27:00,6.3,377.0,381.0,-1.5,23.5
2017-10-05 04:28:00,6.275,376.0,380.0,-0.9,24.0
2017-10-05 04:29:00,6.17,377.0,381.0,-1.05,24.0
2017-10-05 04:30:00,6.135,377.0,381.5,-1.05,24.0
2017-10-05 04:31:00,5.88,375.0,379.0,-0.5,23.0
2017-10-05 04:32:00,6.37,378.0,382.0,-0.25,24.0
2017-10-05 04:33:00,6.4,379.5,383.5,0.2,24.0
2017-10-05 04:34:00,6.355,383.0,388.0,0.8,25.0
2017-10-05 04:35:00,6.45,388.0,394.5,1.25,27.5
2017-10-05 04:36:00,5.875,375.5,380.0,-0.6,23.5
2017-10-05 04:37:00,6.04,375.5,379.5,-0.55,23.0
2017-10-05 04:38:00,6.08,375.0,379.0,-0.6,23.0
2017-10-05 04:39:00,6.035,375.0,378.5,-0.4,23.0
2017-10-05 04:40:00,6.13,376.0,379.5,-0.15,23.5
2017-10-05 04:41:00,6.015,376.0,380.0,-0.4,23.5
2017-10-05 04:42:00,6.025,376.5,380.5,-0.4,23.5
2017-10-05 04:43:00,6.03,377.0,381.0,-0.5,23.0
2017-10-05 04:44:00,5.64,377.5,382.0,-0.6,24.5
2017-10-05 04:45:00,5.925,377.0,381.5,-0.5,24.0
2017-10-05 04:46:00,5.8450003,378.5,382.5,0.2,24.0
2017-10-05 04:47:00,6.155,378.0,382.0,0.0,24.0
2017-10-05 04:48:00,6.025,377.0,381.5,0.1,24.0
2017-10-05 04:49:00,5.91,377.0,381.5,0.0,24.0
2017-10-05 04:50:00,6.08,377.0,381.0,-0.75,23.5
2017-10-05 04:51:00,6.0699997,377.5,381.5,-0.79999995,24.0
2017-10-05 04:52:00,5.74,377.0,381.5,-0.45000002,24.0
2017-10-05 04:53:00,5.885,376.5,381.0,-0.2,24.0
2017-10-05 04:54:00,6.02,376.0,380.0,-0.25,24.0
2017-10-05 04:55:00,5.9700003,375.5,379.0,-0.10000001,23.0
2017-10-05 04:56:00,6.2650003,377.5,381.0,-1.0,23.5
2017-10-05 04:57:00,6.35,377.5,381.0,-1.25,23.5
2017-10-05 04:58:00,6.325,380.0,384.5,-1.55,24.5
2017-10-05 04:59:00,6.795,385.0,392.0,-1.85,28.0
2017-10-05 05:00:00,6.355,379.0,383.0,-0.6,24.0
2017-10-05 05:01:00,6.36,380.0,385.0,-0.35000002,25.0
2017-10-05 05:02:00,5.29,382.0,389.0,0.95,27.5
2017-10-05 05:03:00,5.375,384.0,393.5,1.15,31.0
2017-10-05 05:04:00,5.9449997,383.5,390.0,1.0,28.0
2017-10-05 05:05:00,4.185,398.0,413.0,-0.45,36.0
2017-10-05 05:06:00,3.925,398.0,414.0,-1.05,37.5
2017-10-05 05:07:00,4.6949997,393.0,406.0,-0.35000002,35.5
2017-10-05 05:08:00,2.47,425.5,446.5,-0.25,43.0
2017-10-05 05:09:00,5.115,392.0,405.0,1.8499999,35.5
2017-10-05 05:10:00,4.225,401.0,417.5,1.25,39.0
2017-10-05 05:11:00,5.105,380.5,393.5,-0.05,35.5
2017-10-05 05:12:00,5.2650003,382.5,391.5,0.050000004,31.0
2017-10-05 05:13:00,5.44,382.0,389.5,0.3,29.0
2017-10-05 05:14:00,5.23,390.5,400.5,1.8,32.0
2017-10-05 05:15:00,5.4700003,384.0,392.5,1.25,30.0
2017-10-05 05:16:00,5.415,380.5,386.5,-0.5,26.5
2017-10-05 05:17:00,5.0299997,379.0,385.5,-0.55,26.5
2017-10-05 05:18:00,5.025,382.0,391.0,0.5,30.0
2017-10-05 05:19:00,4.565,383.5,393.0,0.45000002,31.5
2017-10-05 05:20:00,4.495,380.5,388.5,-0.75,29.5
2017-10-05 05:21:00,4.7250004,382.0,391.0,0.20000002,30.0
2017-10-05 05:22:00,4.565,380.0,388.0,0.45,29.0
2017-10-05 05:23:00,4.83,379.0,386.0,-0.45000002,27.5
2017-10-05 05:24:00,5.15,380.0,386.0,-0.3,26.5
2017-10-05 05:25:00,5.15,380.5,387.5,-0.15,27.5
2017-10-05 05:26:00,5.375,380.0,386.0,-0.45000002,26.5
2017-10-05 05:27:00,5.34,380.5,386.5,-0.70000005,27.0
2017-10-05 05:28:00,5.625,379.5,384.5,-0.9,25.5
2017-10-05 05:29:00,5.8100004,379.0,384.0,-1.3,25.0
2017-10-05 05:30:00,5.9350004,380.0,385.0,-1.5,25.0
2017-10-05 05:31:00,6.0600004,379.5,384.0,-2.05,25.0
2017-10-05 05:32:00,6.035,380.0,385.0,-1.3,25.0
2017-10-05 05:33:00,6.05,380.0,385.5,-1.55,25.0
2017-10-05 05:34:00,6.105,380.0,384.5,-1.1500001,25.0
2017-10-05 05:35:00,6.185,380.5,385.5,-1.15,25.0
2017-10-05 05:36:00,6.1400003,381.0,386.5,-1.7,26.0
2017-10-05 05:37:00,6.06,380.5,385.5,-1.8,25.0
2017-10-05 05:38:00,6.175,381.0,386.0,-2.05,25.5
2017-10-05 05:39:00,6.575,382.0,387.0,-2.65,25.5
2017-10-05 05:40:00,7.085,386.0,391.5,-3.15,26.5
2017-10-05 05:41:00,6.425,382.0,386.0,-1.45,25.0
2017-10-05 05:42:00,6.705,387.5,393.0,1.25,27.0
2017-10-05 05:43:00,5.725,436.0,444.5,3.2,30.0
2017-10-05 05:44:00,5.1549997,440.0,447.5,2.85,29.0
2017-10-05 05:45:00,5.605,438.0,446.0,2.95,29.0
2017-10-05 05:46:00,6.91,428.5,437.0,3.65,30.5
2017-10-05 05:47:00,7.01,396.5,408.5,2.25,34.5
2017-10-05 05:48:00,6.6,408.5,419.0,2.45,32.5
2017-10-05 05:49:00,4.7799997,433.5,443.0,1.5,31.0
2017-10-05 05:50:00,6.8450003,415.5,424.5,1.3,31.5
2017-10-05 05:51:00,5.71,422.0,432.0,2.55,32.0
2017-10-05 05:52:00,3.905,421.5,435.0,0.9,35.0
2017-10-05 05:53:00,4.86,429.0,438.0,1.9,31.0
2017-10-05 05:54:00,4.235,436.0,445.0,-0.15,30.0
2017-10-05 05:55:00,6.1000004,429.0,437.0,1.3,29.5
2017-10-05 05:56:00,6.535,421.0,430.5,2.3000002,32.0
2017-10-05 05:57:00,5.955,427.5,436.5,2.25,31.0
2017-10-05 05:58:00,4.37,429.0,439.5,1.45,32.5
2017-10-05 05:59:00,4.36,434.0,444.0,1.5999999,32.0
2017-10-05 06:00:00,4.23,426.0,436.5,1.5,33.0
2017-10-05 06:01:00,4.42,425.5,436.5,1.55,32.5
2017-10-05 06:02:00,6.235,410.5,421.0,1.3,32.5
2017-10-05 06:03:00,7.81,397.0,408.0,1.3,33.5
2017-10-05 06:04:00,3.715,422.0,436.0,0.7,36.0
2017-10-05 06:05:00,4.5249996,417.0,429.0,1.55,34.5
2017-10-05 06:06:00,5.175,413.0,425.0,1.8,34.5
2017-10-05 06:07:00,7.2650003,406.0,417.0,2.9,34.5
2017-10-05 06:08:00,8.165,398.0,406.5,1.9,31.5
2017-10-05 06:09:00,7.89,390.5,398.5,1.7,30.5
2017-10-05 06:10:00,7.785,395.5,405.0,1.95,31.5
2017-10-05 06:11:00,8.075,398.5,408.5,3.0,32.5
2017-10-05 06:12:00,7.275,394.0,403.5,2.5,32.0
2017-10-05 06:13:00,8.155001,397.5,407.0,3.3,32.0
2017-10-05 06:14:00,7.92,398.0,407.5,2.4,31.5
2017-10-05 06:15:00,7.69,395.0,404.0,1.8499999,31.0
2017-10-05 06:16:00,7.825,402.0,412.5,3.05,33.0
2017-10-05 06:17:00,7.4449997,409.0,419.5,3.85,33.5
2017-10-05 06:18:00,7.3050003,388.5,395.5,1.5,28.5
2017-10-05 06:19:00,7.4300003,385.5,393.0,1.5,28.5
2017-10-05 06:20:00,7.675,398.0,408.5,3.05,33.0
2017-10-05 06:21:00,6.5950003,422.0,431.5,3.6,32.0
2017-10-05 06:22:00,6.115,436.5,443.5,2.9499998,29.5
2017-10-05 06:23:00,7.72,405.5,416.5,3.35,34.0
2017-10-05 06:24:00,7.79,409.5,420.0,3.7,33.5
2017-10-05 06:25:00,7.83,410.5,421.0,4.0,33.0
2017-10-05 06:26:00,7.365,393.5,402.5,2.1,31.0
2017-10-05 06:27:00,7.62,392.5,401.0,1.95,31.0
2017-10-05 06:28:00,7.4849997,391.0,399.5,2.0,30.0
2017-10-05 06:29:00,7.77,396.5,405.5,2.25,31.0
2017-10-05 06:30:00,7.6499996,396.5,406.0,2.05,32.5
2017-10-05 06:31:00,7.825,393.5,401.5,1.5999999,31.0
2017-10-05 06:32:00,7.84,393.0,401.5,1.55,30.5
2017-10-05 06:33:00,7.385,386.5,394.5,0.75,30.0
2017-10-05 06:34:00,7.705,387.5,395.5,0.95,30.5
2017-10-05 06:35:00,7.4700003,389.0,398.5,0.8,31.0
2017-10-05 06:36:00,7.505,393.0,402.0,1.8,31.0
2017-10-05 06:37:00,7.3900003,386.5,395.0,0.9,30.5
2017-10-05 06:38:00,7.545,390.5,399.0,1.0,31.0
2017-10-05 06:39:00,7.02,386.0,394.5,0.65,30.0
2017-10-05 06:40:00,7.25,386.5,393.0,1.35,28.0
2017-10-05 06:41:00,7.255,387.5,394.5,1.55,29.0
2017-10-05 06:42:00,7.18,389.0,396.5,1.05,29.0
