0.000000000000000000e+00,6.299920845776796341e-03,6.965572237968444824e-01,2.309557516127824783e-03,8.419534424319863319e-04,4.000000000000000000e+04
1.000000000000000000e+00,6.299818400293588638e-03,6.965706348419189453e-01,2.310184529051184654e-03,8.425831911154091358e-04,4.000000000000000000e+04
2.000000000000000000e+00,6.299762986600399017e-03,6.965743303298950195e-01,2.310822950676083565e-03,8.431377355009317398e-04,4.000000000000000000e+04
3.000000000000000000e+00,6.299735512584447861e-03,6.965735554695129395e-01,2.311111427843570709e-03,8.435819181613624096e-04,4.000000000000000000e+04
4.000000000000000000e+00,6.299627944827079773e-03,6.965759992599487305e-01,2.311715623363852501e-03,8.438184740953147411e-04,4.000000000000000000e+04
5.000000000000000000e+00,6.299671251326799393e-03,6.965773701667785645e-01,2.312296535819768906e-03,8.445011917501688004e-04,4.000000000000000000e+04
6.000000000000000000e+00,6.299675907939672470e-03,6.965772509574890137e-01,2.312731696292757988e-03,8.450202876701951027e-04,4.000000000000000000e+04
7.000000000000000000e+00,6.299647502601146698e-03,6.965783238410949707e-01,2.313377801328897476e-03,8.458279189653694630e-04,4.000000000000000000e+04
8.000000000000000000e+00,6.299567874521017075e-03,6.965817809104919434e-01,2.313958480954170227e-03,8.462530095130205154e-04,4.000000000000000000e+04
9.000000000000000000e+00,6.299565080553293228e-03,6.965830922126770020e-01,2.314293757081031799e-03,8.466778090223670006e-04,4.000000000000000000e+04
1.000000000000000000e+01,6.299589760601520538e-03,6.965839266777038574e-01,2.315018558874726295e-03,8.475094218738377094e-04,4.000000000000000000e+04
1.100000000000000000e+01,6.299566943198442459e-03,6.965832710266113281e-01,2.315498190000653267e-03,8.484463323839008808e-04,4.000000000000000000e+04
1.200000000000000000e+01,6.299519445747137070e-03,6.965849995613098145e-01,2.316333586350083351e-03,8.492388878948986530e-04,4.000000000000000000e+04
1.300000000000000000e+01,6.299551110714673996e-03,6.965848803520202637e-01,2.316784346476197243e-03,8.498533861711621284e-04,4.000000000000000000e+04
1.400000000000000000e+01,6.299542728811502457e-03,6.965845227241516113e-01,2.317296806722879410e-03,8.504712022840976715e-04,4.000000000000000000e+04
1.500000000000000000e+01,6.299551110714673996e-03,6.965829730033874512e-01,2.317599486559629440e-03,8.510673651471734047e-04,4.000000000000000000e+04
1.600000000000000000e+01,6.299525499343872070e-03,6.965836286544799805e-01,2.318168058991432190e-03,8.515589288435876369e-04,4.000000000000000000e+04
1.700000000000000000e+01,6.299508269876241684e-03,6.965833306312561035e-01,2.318479586392641068e-03,8.519790717400610447e-04,4.000000000000000000e+04
1.800000000000000000e+01,6.299493834376335144e-03,6.965826153755187988e-01,2.318826504051685333e-03,8.523623691871762276e-04,4.000000000000000000e+04
1.900000000000000000e+01,6.299544125795364380e-03,6.965809464454650879e-01,2.319097751751542091e-03,8.528195321559906006e-04,4.000000000000000000e+04
2.000000000000000000e+01,6.299490109086036682e-03,6.965810060501098633e-01,2.319628838449716568e-03,8.532417123205959797e-04,4.000000000000000000e+04
2.100000000000000000e+01,6.299523171037435532e-03,6.965785622596740723e-01,2.319916617125272751e-03,8.537186076864600182e-04,4.000000000000000000e+04
2.200000000000000000e+01,6.299613974988460541e-03,6.965641975402832031e-01,2.320270286872982979e-03,8.539542905054986477e-04,4.000000000000000000e+04
2.300000000000000000e+01,6.300854030996561050e-03,6.965476870536804199e-01,2.318664686754345894e-03,8.521066047251224518e-04,4.000000000000000000e+04
2.400000000000000000e+01,6.299507804214954376e-03,6.966034173965454102e-01,2.319096354767680168e-03,8.537213434465229511e-04,4.000000000000000000e+04
2.500000000000000000e+01,6.299475207924842834e-03,6.965899467468261719e-01,2.319582505151629448e-03,8.540677372366189957e-04,4.000000000000000000e+04
2.600000000000000000e+01,6.299437955021858215e-03,6.965862512588500977e-01,2.319977851584553719e-03,8.542698342353105545e-04,4.000000000000000000e+04
2.700000000000000000e+01,6.299500819295644760e-03,6.965846419334411621e-01,2.320202300325036049e-03,8.545881719328463078e-04,4.000000000000000000e+04
2.800000000000000000e+01,6.299498956650495529e-03,6.965801715850830078e-01,2.320678904652595520e-03,8.549048798158764839e-04,4.000000000000000000e+04
2.900000000000000000e+01,6.299463100731372833e-03,6.965813040733337402e-01,2.320843981578946114e-03,8.549849735572934151e-04,4.000000000000000000e+04
3.000000000000000000e+01,6.299396511167287827e-03,6.965821385383605957e-01,2.320927567780017853e-03,8.550050552003085613e-04,4.000000000000000000e+04
3.100000000000000000e+01,6.299453321844339371e-03,6.965826153755187988e-01,2.321037929505109787e-03,8.552047656849026680e-04,4.000000000000000000e+04
3.200000000000000000e+01,6.299417465925216675e-03,6.965854763984680176e-01,2.321467269212007523e-03,8.555014501325786114e-04,4.000000000000000000e+04
3.300000000000000000e+01,6.299383006989955902e-03,6.965860128402709961e-01,2.321655629202723503e-03,8.557414985261857510e-04,4.000000000000000000e+04
3.400000000000000000e+01,6.299330387264490128e-03,6.965864896774291992e-01,2.321791136637330055e-03,8.558293338865041733e-04,4.000000000000000000e+04
3.500000000000000000e+01,6.299381610006093979e-03,6.965859532356262207e-01,2.321783686056733131e-03,8.560681599192321301e-04,4.000000000000000000e+04
3.600000000000000000e+01,6.299379281699657440e-03,6.965887546539306641e-01,2.321981592103838921e-03,8.560522110201418400e-04,4.000000000000000000e+04
3.700000000000000000e+01,6.299333646893501282e-03,6.965915560722351074e-01,2.321841893717646599e-03,8.559033740311861038e-04,4.000000000000000000e+04
3.800000000000000000e+01,6.299301050603389740e-03,6.965917348861694336e-01,2.322038868442177773e-03,8.559775305911898613e-04,4.000000000000000000e+04
3.900000000000000000e+01,6.299345288425683975e-03,6.965900659561157227e-01,2.322363900020718575e-03,8.566892356611788273e-04,4.000000000000000000e+04
4.000000000000000000e+01,6.299326196312904358e-03,6.965906023979187012e-01,2.322495682165026665e-03,8.566962787881493568e-04,4.000000000000000000e+04
4.100000000000000000e+01,6.299313157796859741e-03,6.965905427932739258e-01,2.323363674804568291e-03,8.579674758948385715e-04,4.000000000000000000e+04
4.200000000000000000e+01,6.299262866377830505e-03,6.965901851654052734e-01,2.322951797395944595e-03,8.573813829571008682e-04,4.000000000000000000e+04
4.300000000000000000e+01,6.299333181232213974e-03,6.965879797935485840e-01,2.322717336937785149e-03,8.571993676014244556e-04,4.000000000000000000e+04
4.400000000000000000e+01,6.299334578216075897e-03,6.965883970260620117e-01,2.322353422641754150e-03,8.565149619244039059e-04,4.000000000000000000e+04
4.500000000000000000e+01,6.299280095845460892e-03,6.965872049331665039e-01,2.322140848264098167e-03,8.563622250221669674e-04,4.000000000000000000e+04
4.600000000000000000e+01,6.299242842942476273e-03,6.965869665145874023e-01,2.321443287655711174e-03,8.554489468224346638e-04,4.000000000000000000e+04
4.700000000000000000e+01,6.299309898167848587e-03,6.965849995613098145e-01,2.320743864402174950e-03,8.548393961973488331e-04,4.000000000000000000e+04
4.800000000000000000e+01,6.298611871898174286e-03,6.969356536865234375e-01,2.319277729839086533e-03,8.516817470081150532e-04,4.000000000000000000e+04
4.900000000000000000e+01,6.298531778156757355e-03,6.966801285743713379e-01,2.318512881174683571e-03,8.519096300005912781e-04,4.000000000000000000e+04
5.000000000000000000e+01,6.298851221799850464e-03,6.966117024421691895e-01,2.318551065400242805e-03,8.519274997524917126e-04,4.000000000000000000e+04
5.100000000000000000e+01,6.299120839685201645e-03,6.965916156768798828e-01,2.318728016689419746e-03,8.523018914274871349e-04,4.000000000000000000e+04
5.200000000000000000e+01,6.299203727394342422e-03,6.965910792350769043e-01,2.319052582606673241e-03,8.523003198206424713e-04,4.000000000000000000e+04
5.300000000000000000e+01,6.299181841313838959e-03,6.965939998626708984e-01,2.318861195817589760e-03,8.520420524291694164e-04,4.000000000000000000e+04
5.400000000000000000e+01,6.299117114394903183e-03,6.965921521186828613e-01,2.318433951586484909e-03,8.514708024449646473e-04,4.000000000000000000e+04
5.500000000000000000e+01,6.299226544797420502e-03,6.965843439102172852e-01,2.317868871614336967e-03,8.510185289196670055e-04,4.000000000000000000e+04
5.600000000000000000e+01,6.299231667071580887e-03,6.965844035148620605e-01,2.317752689123153687e-03,8.504957659170031548e-04,4.000000000000000000e+04
5.700000000000000000e+01,6.299218162894248962e-03,6.965849995613098145e-01,2.317438600584864616e-03,8.501317934133112431e-04,4.000000000000000000e+04
5.800000000000000000e+01,6.299130618572235107e-03,6.965883970260620117e-01,2.317307284101843834e-03,8.498984389007091522e-04,4.000000000000000000e+04
5.900000000000000000e+01,6.299222819507122040e-03,6.965886950492858887e-01,2.316828584298491478e-03,8.494340581819415092e-04,4.000000000000000000e+04
6.000000000000000000e+01,6.299243774265050888e-03,6.965890526771545410e-01,2.316811122000217438e-03,8.493408095091581345e-04,4.000000000000000000e+04
6.100000000000000000e+01,6.299205124378204346e-03,6.965894103050231934e-01,2.316660014912486076e-03,8.492460474371910095e-04,4.000000000000000000e+04
6.200000000000000000e+01,6.299163680523633957e-03,6.965901851654052734e-01,2.316531259566545486e-03,8.490485488437116146e-04,4.000000000000000000e+04
6.300000000000000000e+01,6.299202796071767807e-03,6.965903639793395996e-01,2.316390862688422203e-03,8.491834159940481186e-04,4.000000000000000000e+04
6.400000000000000000e+01,6.299212574958801270e-03,6.965953111648559570e-01,2.316859550774097443e-03,8.494339417666196823e-04,4.000000000000000000e+04
6.500000000000000000e+01,6.299174390733242035e-03,6.965998411178588867e-01,2.317187609151005745e-03,8.497909875586628914e-04,4.000000000000000000e+04
6.600000000000000000e+01,6.299162283539772034e-03,6.966016292572021484e-01,2.317501232028007507e-03,8.500549010932445526e-04,4.000000000000000000e+04
6.700000000000000000e+01,6.299216300249099731e-03,6.965960264205932617e-01,2.317556878551840782e-03,8.503575809299945831e-04,4.000000000000000000e+04
