0.000000000000000000e+00,6.303566042333841324e-03,6.965664625167846680e-01,2.268073381856083870e-03,7.582441321574151516e-04,4.000000000000000000e+04
1.000000000000000000e+00,6.303512956947088242e-03,6.965685486793518066e-01,2.268333453685045242e-03,7.583385449834167957e-04,4.000000000000000000e+04
2.000000000000000000e+00,6.303531583398580551e-03,6.965670585632324219e-01,2.268037060275673866e-03,7.584585109725594521e-04,4.000000000000000000e+04
3.000000000000000000e+00,6.303554866462945938e-03,6.965670585632324219e-01,2.268119249492883682e-03,7.584961131215095520e-04,4.000000000000000000e+04
4.000000000000000000e+00,6.303548812866210938e-03,6.965666413307189941e-01,2.268124138936400414e-03,7.585208513773977757e-04,4.000000000000000000e+04
5.000000000000000000e+00,6.303535774350166321e-03,6.965678930282592773e-01,2.268291078507900238e-03,7.585228886455297470e-04,4.000000000000000000e+04
6.000000000000000000e+00,6.303541827946901321e-03,6.965653300285339355e-01,2.267964184284210205e-03,7.585604907944798470e-04,4.000000000000000000e+04
7.000000000000000000e+00,6.303562317043542862e-03,6.965638399124145508e-01,2.268053358420729637e-03,7.584982668049633503e-04,4.000000000000000000e+04
8.000000000000000000e+00,6.303595378994941711e-03,6.965632438659667969e-01,2.268068725243210793e-03,7.586098508909344673e-04,4.000000000000000000e+04
9.000000000000000000e+00,6.303785368800163269e-03,6.965429186820983887e-01,2.268322510644793510e-03,7.585323764942586422e-04,4.000000000000000000e+04
1.000000000000000000e+01,6.303269416093826294e-03,6.965791583061218262e-01,2.267990959808230400e-03,7.583711412735283375e-04,4.000000000000000000e+04
1.100000000000000000e+01,6.303205154836177826e-03,6.965751647949218750e-01,2.268054056912660599e-03,7.586238789372146130e-04,4.000000000000000000e+04
1.200000000000000000e+01,6.303465925157070160e-03,6.965674161911010742e-01,2.268073149025440216e-03,7.587058935314416885e-04,4.000000000000000000e+04
1.300000000000000000e+01,6.303539965301752090e-03,6.965683102607727051e-01,2.268300391733646393e-03,7.586643332615494728e-04,4.000000000000000000e+04
1.400000000000000000e+01,6.303559523075819016e-03,6.965654492378234863e-01,2.268016105517745018e-03,7.586317951790988445e-04,4.000000000000000000e+04
1.500000000000000000e+01,6.303559523075819016e-03,6.965641975402832031e-01,2.268135314807295799e-03,7.586237625218927860e-04,4.000000000000000000e+04
1.600000000000000000e+01,6.303679198026657104e-03,6.965610980987548828e-01,2.268107840791344643e-03,7.587167783640325069e-04,4.000000000000000000e+04
1.700000000000000000e+01,6.303624715656042099e-03,6.965615153312683105e-01,2.268349984660744667e-03,7.587420986965298653e-04,4.000000000000000000e+04
1.800000000000000000e+01,6.303607486188411713e-03,6.965588331222534180e-01,2.267985604703426361e-03,7.586257415823638439e-04,4.000000000000000000e+04
1.900000000000000000e+01,6.303577218204736710e-03,6.965584754943847656e-01,2.268020296469330788e-03,7.586388965137302876e-04,4.000000000000000000e+04
2.000000000000000000e+01,6.303682923316955566e-03,6.965560317039489746e-01,2.268051495775580406e-03,7.586915162391960621e-04,4.000000000000000000e+04
2.100000000000000000e+01,6.303601432591676712e-03,6.965586543083190918e-01,2.268307609483599663e-03,7.586129941046237946e-04,4.000000000000000000e+04
2.200000000000000000e+01,6.303598638623952866e-03,6.965577602386474609e-01,2.267999807372689247e-03,7.586168940179049969e-04,4.000000000000000000e+04
2.300000000000000000e+01,6.303537636995315552e-03,6.965585947036743164e-01,2.268022159114480019e-03,7.585686980746686459e-04,4.000000000000000000e+04
2.400000000000000000e+01,6.303635425865650177e-03,6.965578794479370117e-01,2.268114592880010605e-03,7.588023436255753040e-04,4.000000000000000000e+04
2.500000000000000000e+01,6.303605157881975174e-03,6.965602636337280273e-01,2.268397947773337364e-03,7.587854634039103985e-04,4.000000000000000000e+04
2.600000000000000000e+01,6.303570233285427094e-03,6.965575218200683594e-01,2.268043346703052521e-03,7.587330183014273643e-04,4.000000000000000000e+04
