,Np,Vp,Tpr,alpha_ratio,VGSE_x,VGSE_y,VGSE_z,VGSM_x,VGSM_y,VGSM_z
2017-10-11 02:40:00,15.5595,375.57,89769.1,0.0352,-375.386,-10.616,-4.973,-375.386,-13.065,-3.795
2017-10-11 02:41:00,16.149,374.39,96996.0,0.0334,-374.149,-13.113,-2.431,-374.149,-14.685,-0.615
2017-10-11 02:42:00,16.074,377.11,100184.7,0.0346,-376.844,-12.467,-6.514,-376.844,-15.309,-4.698
2017-10-11 02:43:00,16.3802,375.77,95588.7,0.0346,-375.39,-12.415,-11.322,-375.39,-16.725,-9.291
2017-10-11 02:44:00,17.0621,376.22,100190.9,0.0298,-375.742,-13.272,-13.554,-375.742,-18.23,-11.152
2017-10-11 02:45:00,17.2923,379.63,102422.4,0.0285,-379.231,-12.828,-11.739,-379.231,-17.266,-9.552
2017-10-11 02:46:00,17.1594,381.44,89658.2,0.03,-380.995,-12.485,-13.513,-380.995,-17.492,-11.341
2017-10-11 02:47:00,16.553,383.82,87515.2,0.0333,-383.444,-12.457,-11.721,-383.444,-16.929,-9.636
2017-10-11 02:48:00,15.5184,381.57,98402.8,0.0313,-381.332,-9.687,-9.317,-381.332,-13.566,-8.192
2017-10-11 02:49:00,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
2017-10-11 02:50:00,17.4706,384.33,100646.3,0.0325,-383.478,-11.828,-22.757,-383.478,-19.76,-20.312
2017-10-11 02:51:00,15.6552,384.01,92515.5,0.0349,-383.4,-10.461,-18.919,-383.4,-17.294,-17.076
2017-10-11 02:52:00,16.4721,382.57,89158.7,0.0338,-381.964,-10.962,-18.473,-381.964,-17.648,-16.491
2017-10-11 02:53:00,15.7873,383.03,95527.2,0.0373,-382.325,-13.002,-19.298,-382.325,-19.859,-16.636
2017-10-11 02:54:00,17.0961,382.05,87387.5,0.0306,-381.808,-10.43,-8.694,-381.808,-14.136,-7.346
2017-10-11 02:55:00,,,,,,,,,,
2017-10-11 02:56:00,18.0682,378.47,95267.7,0.0297,-377.993,-10.549,-15.83,-377.993,-16.48,-14.086
2017-10-11 02:57:00,15.6402,380.15,96795.4,0.0329,-379.928,-9.166,-9.292,-379.928,-13.14,-8.3
2017-10-11 02:58:00,15.4363,377.71,97824.6,0.0293,-377.516,-10.43,-6.377,-377.516,-13.439,-5.133
2017-10-11 02:59:00,15.3071,379.73,102813.1,0.0315,-379.396,-11.466,-11.048,-379.396,-15.893,-9.239
2017-10-11 03:00:00,14.9977,379.46,98670.5,0.0327,-379.057,-14.243,-9.972,-379.057,-18.203,-7.34
2017-10-11 03:01:00,14.6825,379.1,93096.9,0.0337,-378.773,-14.195,-6.74,-378.773,-17.149,-4.279
2017-10-11 03:02:00,15.1739,377.31,87300.4,0.0352,-376.971,-14.233,-7.466,-376.971,-17.421,-4.95
2017-10-11 03:03:00,15.2945,377.17,89179.8,0.0338,-376.812,-15.334,-5.9,-376.812,-17.977,-3.109
2017-10-11 03:04:00,14.7783,377.08,89357.7,-1e+31,-376.792,-14.128,-4.216,-376.792,-16.306,-1.885
2017-10-11 03:05:00,14.8405,377.3,89303.1,0.0333,-376.914,-15.605,-6.955,-376.914,-18.581,-4.007
2017-10-11 03:06:00,14.6808,377.73,90447.5,0.0294,-377.36,-16.317,-3.8,-377.36,-18.258,-0.781
2017-10-11 03:07:00,14.7167,377.27,88577.9,0.0312,-376.946,-15.306,-3.392,-376.946,-17.174,-0.708
2017-10-11 03:08:00,14.2369,378.27,91521.4,0.0309,-377.908,-15.341,-6.422,-377.908,-18.179,-3.561
2017-10-11 03:09:00,15.0138,378.67,89416.5,0.0349,-378.255,-16.925,-5.133,-378.255,-19.272,-1.824
2017-10-11 03:10:00,13.7612,379.5,88850.4,0.0346,-378.976,-18.133,-8.315,-378.976,-21.443,-4.441
2017-10-11 03:11:00,,,,,,,,,,
2017-10-11 03:12:00,14.2335,378.99,90499.8,0.0314,-378.491,-15.911,-11.047,-378.491,-20.224,-7.732
2017-10-11 03:13:00,14.8528,379.14,87339.8,0.0335,-378.608,-17.713,-9.618,-378.608,-21.478,-5.787
2017-10-11 03:14:00,15.9626,384.1,100625.3,0.0339,-383.241,-16.506,-19.63,-383.241,-23.578,-15.641
2017-10-11 03:15:00,15.5939,381.78,92189.0,0.0335,-381.091,-14.604,-17.577,-381.091,-21.129,-14.302
2017-10-11 03:16:00,15.959,381.53,88423.0,0.0325,-380.867,-15.735,-15.994,-380.867,-21.699,-12.427
2017-10-11 03:17:00,16.2803,380.79,91246.0,0.0326,-380.074,-15.93,-16.947,-380.074,-22.206,-13.252
2017-10-11 03:18:00,15.7902,383.3,90289.3,0.034,-382.558,-15.47,-18.152,-382.558,-22.176,-14.53
2017-10-11 03:19:00,15.9194,382.15,91948.0,0.0292,-381.525,-13.578,-17.2,-381.525,-20.09,-14.236
2017-10-11 03:20:00,15.1104,383.97,91672.0,0.0327,-383.325,-17.403,-13.778,-383.325,-22.599,-9.739
2017-10-11 03:21:00,15.59,383.5,89816.6,0.0352,-382.748,-17.877,-15.995,-382.748,-23.784,-11.665
2017-10-11 03:22:00,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
2017-10-11 03:23:00,15.0619,381.06,87756.6,0.0304,-380.407,-16.951,-14.584,-380.407,-22.468,-10.611
2017-10-11 03:24:00,15.3765,382.83,91036.5,0.0307,-382.232,-16.42,-13.842,-382.232,-21.733,-10.073
2017-10-11 03:25:00,15.0492,383.39,91627.3,0.0299,-382.79,-16.477,-13.675,-382.79,-21.742,-9.885
2017-10-11 03:26:00,15.9723,384.57,96219.7,0.0321,-384.085,-14.853,-12.198,-384.085,-19.731,-9.017
2017-10-11 03:27:00,,,,,,,,,,
2017-10-11 03:28:00,15.3737,384.35,86979.8,0.0274,-383.862,-15.297,-11.905,-383.862,-20.061,-8.582
2017-10-11 03:29:00,14.1779,380.42,83788.9,0.0328,-379.811,-19.69,-8.468,-379.811,-23.068,-3.867
2017-10-11 03:30:00,13.9954,378.36,83204.0,0.0301,-377.714,-21.188,-6.561,-377.714,-23.85,-1.556
