,Np,Vp,Tpr,alpha_ratio,VGSE_x,VGSE_y,VGSE_z,VGSM_x,VGSM_y,VGSM_z
2017-10-10 00:00:00,-1e+31,-1e+31,14073.7,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
2017-10-10 00:01:00,-1e+31,314.37,18894.6,-1e+31,-312.454,-14.533,-31.485,-312.454,-21.963,-28.133
2017-10-10 00:02:00,-1e+31,313.51,15198.9,-1e+31,-311.437,-15.49,-32.495,-311.437,-23.143,-28.899
2017-10-10 00:03:00,-1e+31,315.91,21624.7,-1e+31,-314.145,-15.466,-29.552,-314.145,-22.448,-26.048
2017-10-10 00:04:00,-1e+31,314.27,20365.5,-1e+31,-312.75,-13.794,-27.631,-312.75,-20.388,-24.576
2017-10-10 00:05:00,-1e+31,314.42,21972.8,-1e+31,-312.54,-15.493,-30.638,-312.54,-22.755,-27.109
2017-10-10 00:06:00,-1e+31,314.28,16607.5,-1e+31,-312.472,-14.219,-30.519,-312.472,-21.503,-27.297
2017-10-10 00:07:00,-1e+31,314.03,18249.5,-1e+31,-312.315,-14.447,-29.476,-312.315,-21.494,-26.235
2017-10-10 00:08:00,-1e+31,312.83,20103.1,-1e+31,-310.989,-14.05,-30.885,-310.989,-21.453,-27.704
2017-10-10 00:09:00,-1e+31,314.41,18554.5,-1e+31,-312.946,-13.957,-26.928,-312.946,-20.449,-23.885
2017-10-10 00:10:00,-1e+31,313.58,19039.4,-1e+31,-311.599,-15.329,-31.719,-311.599,-22.921,-28.226
2017-10-10 00:11:00,-1e+31,315.41,19873.0,-1e+31,-313.314,-15.216,-32.915,-313.314,-23.108,-29.419
2017-10-10 00:12:00,-1e+31,315.08,18785.7,-1e+31,-313.027,-14.779,-32.697,-313.027,-22.647,-29.315
2017-10-10 00:13:00,-1e+31,314.47,20917.0,-1e+31,-312.789,-13.719,-29.403,-312.789,-20.856,-26.369
2017-10-10 00:14:00,-1e+31,313.46,19161.3,-1e+31,-311.409,-15.031,-32.536,-311.409,-22.885,-29.109
2017-10-10 00:15:00,,,,,,,,,,
2017-10-10 00:16:00,-1e+31,315.87,18157.5,-1e+31,-313.698,-16.496,-33.048,-313.698,-24.445,-29.265
2017-10-10 00:17:00,-1e+31,313.15,17232.8,-1e+31,-311.103,-14.804,-32.572,-311.103,-22.704,-29.207
2017-10-10 00:18:00,-1e+31,314.95,18872.5,-1e+31,-312.744,-14.963,-34.111,-312.744,-23.24,-30.669
2017-10-10 00:19:00,-1e+31,315.04,17700.5,-1e+31,-313.125,-13.184,-32.057,-313.125,-21.04,-29.101
2017-10-10 00:20:00,-1e+31,315.25,17290.5,-1e+31,-312.943,-14.702,-35.133,-312.943,-23.261,-31.732
2017-10-10 00:21:00,-1e+31,312.22,18117.7,-1e+31,-310.619,-14.084,-28.262,-310.619,-21.042,-25.21
2017-10-10 00:22:00,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
2017-10-10 00:23:00,-1e+31,314.06,21545.9,-1e+31,-312.32,-15.278,-29.232,-312.32,-22.464,-25.876
2017-10-10 00:24:00,-1e+31,313.5,19217.1,-1e+31,-311.796,-13.917,-29.526,-311.796,-21.227,-26.491
2017-10-10 00:25:00,-1e+31,313.35,16375.5,-1e+31,-311.707,-14.134,-28.813,-311.707,-21.283,-25.751
2017-10-10 00:26:00,-1e+31,313.56,18286.7,-1e+31,-311.831,-14.221,-29.647,-311.831,-21.583,-26.544
2017-10-10 00:27:00,-1e+31,313.79,16023.3,-1e+31,-311.685,-15.176,-32.918,-311.685,-23.31,-29.494
2017-10-10 00:28:00,-1e+31,313.8,17097.7,-1e+31,-312.259,-13.409,-28.003,-312.259,-20.431,-25.152
2017-10-10 00:29:00,-1e+31,311.56,16070.2,-1e+31,-309.898,-15.051,-28.357,-309.898,-22.125,-25.104
2017-10-10 00:30:00,-1e+31,313.1,15770.5,-1e+31,-311.322,-14.144,-30.128,-311.322,-21.687,-27.045
2017-10-10 00:31:00,,,,,,,,,,
2017-10-10 00:32:00,-1e+31,313.03,13833.7,-1e+31,-311.51,-14.104,-27.441,-311.51,-21.016,-24.451
2017-10-10 00:33:00,-1e+31,312.6,17490.4,-1e+31,-310.839,-14.508,-29.747,-310.839,-21.981,-26.594
2017-10-10 00:34:00,-1e+31,311.64,12217.2,-1e+31,-310.161,-14.522,-26.57,-310.161,-21.241,-23.512
2017-10-10 00:35:00,-1e+31,313.25,14579.6,-1e+31,-311.66,-14.375,-28.034,-311.66,-21.468,-24.972
2017-10-10 00:36:00,-1e+31,313.41,12455.7,-1e+31,-311.706,-14.524,-29.191,-311.706,-21.909,-26.061
2017-10-10 00:37:00,-1e+31,313.55,13578.2,-1e+31,-311.88,-14.218,-29.079,-311.88,-21.601,-26.03
2017-10-10 00:38:00,-1e+31,312.21,14002.7,-1e+31,-310.741,-13.674,-27.035,-310.741,-20.593,-24.183
2017-10-10 00:39:00,-1e+31,313.43,11400.1,-1e+31,-311.68,-14.227,-29.872,-311.68,-21.837,-26.803
2017-10-10 00:40:00,-1e+31,311.62,12058.5,-1e+31,-310.157,-14.3,-26.565,-310.157,-21.116,-23.58
2017-10-10 00:41:00,-1e+31,312.78,11079.2,-1e+31,-311.341,-13.683,-26.636,-311.341,-20.551,-23.803
2017-10-10 00:42:00,-1e+31,313.0,10782.9,-1e+31,-311.423,-14.134,-28.023,-311.423,-21.343,-25.041
2017-10-10 00:43:00,-1e+31,313.28,11447.5,-1e+31,-311.75,-14.687,-27.241,-311.75,-21.704,-24.15
2017-10-10 00:44:00,-1e+31,311.65,14057.4,-1e+31,-310.122,-14.433,-27.263,-310.122,-21.48,-24.236
2017-10-10 00:45:00,-1e+31,313.76,11375.9,-1e+31,-312.082,-14.183,-29.104,-312.082,-21.706,-26.084
2017-10-10 00:46:00,-1e+31,312.41,11670.6,-1e+31,-310.927,-13.917,-27.017,-310.927,-20.951,-24.13
2017-10-10 00:47:00,,,,,,,,,,
2017-10-10 00:48:00,-1e+31,313.61,11582.0,-1e+31,-311.949,-15.5,-28.301,-311.949,-22.817,-24.985
2017-10-10 00:49:00,-1e+31,312.35,12841.3,-1e+31,-310.739,-14.034,-28.424,-310.739,-21.444,-25.469
2017-10-10 00:50:00,-1e+31,311.77,14214.7,-1e+31,-310.319,-13.087,-27.022,-310.319,-20.196,-24.347
2017-10-10 00:51:00,-1e+31,311.8,11001.0,-1e+31,-310.17,-14.109,-28.533,-310.17,-21.577,-25.559
2017-10-10 00:52:00,-1e+31,311.95,14105.6,-1e+31,-310.134,-14.277,-30.452,-310.134,-22.234,-27.379
2017-10-10 00:53:00,-1e+31,311.19,10739.2,-1e+31,-309.682,-14.213,-27.112,-309.682,-21.359,-24.162
2017-10-10 00:54:00,-1e+31,312.13,14730.3,-1e+31,-310.513,-14.754,-28.111,-310.513,-22.148,-24.996
2017-10-10 00:55:00,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
2017-10-10 00:56:00,-1e+31,310.23,13564.5,-1e+31,-308.456,-15.263,-29.45,-308.456,-23.01,-26.167
2017-10-10 00:57:00,-1e+31,311.2,15009.7,-1e+31,-309.612,-13.397,-28.445,-309.612,-20.97,-25.662
2017-10-10 00:58:00,-1e+31,311.38,12111.2,-1e+31,-309.918,-15.923,-25.568,-309.918,-22.71,-22.245
2017-10-10 00:59:00,-1e+31,310.3,16532.0,-1e+31,-308.934,-13.914,-25.525,-308.934,-20.771,-22.71
