,Np,Vp,Tpr,alpha_ratio,VGSE_x,VGSE_y,VGSE_z,VGSM_x,VGSM_y,VGSM_z
2017-10-05 00:00:00,-1e+31,-1e+31,44149.9,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
2017-10-05 00:01:00,-1e+31,381.05,44762.2,-1e+31,-379.311,10.526,-34.756,-379.311,1.238,-37.179
2017-10-05 00:02:00,-1e+31,373.96,42861.6,-1e+31,-372.608,-3.151,-31.66,-372.608,-11.306,-30.89
2017-10-05 00:03:00,-1e+31,377.19,39681.6,-1e+31,-375.667,-3.268,-33.686,-375.667,-11.925,-32.836
2017-10-05 00:04:00,-1e+31,373.98,40857.1,-1e+31,-372.701,-3.844,-30.61,-372.701,-11.757,-29.722
2017-10-05 00:05:00,-1e+31,379.32,51000.1,-1e+31,-378.607,-2.37,-23.179,-378.607,-8.545,-22.877
2017-10-05 00:06:00,-1e+31,377.35,60167.2,-1e+31,-376.427,0.758,-26.374,-376.427,-6.298,-26.744
2017-10-05 00:07:00,-1e+31,381.56,52389.8,-1e+31,-380.825,-0.794,-23.671,-380.825,-7.164,-23.755
2017-10-05 00:08:00,-1e+31,379.87,56149.0,-1e+31,-379.156,-0.494,-23.315,-379.156,-6.802,-23.493
2017-10-05 00:09:00,-1e+31,382.95,54071.5,-1e+31,-382.183,1.435,-24.116,-382.183,-5.14,-24.749
2017-10-05 00:10:00,-1e+31,378.58,55803.6,-1e+31,-378.099,-1.223,-19.047,-378.099,-6.5,-19.196
2017-10-05 00:11:00,-1e+31,381.94,49348.3,-1e+31,-381.395,-3.604,-20.141,-381.395,-9.089,-19.688
2017-10-05 00:12:00,-1e+31,380.27,50082.2,-1e+31,-379.389,-3.182,-25.634,-379.389,-10.033,-25.127
2017-10-05 00:13:00,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31
2017-10-05 00:14:00,-1e+31,375.49,56182.0,-1e+31,-375.173,-4.957,-14.595,-375.173,-9.087,-14.006
2017-10-05 00:15:00,,,,,,,,,,
2017-10-05 00:16:00,-1e+31,376.35,70300.6,-1e+31,-375.901,4.507,-17.773,-375.901,-0.7,-19.412
2017-10-05 00:17:00,-1e+31,378.46,70131.3,-1e+31,-378.085,4.559,-16.25,-378.085,-0.29,-17.961
2017-10-05 00:18:00,-1e+31,377.84,65405.6,-1e+31,-377.354,2.771,-19.009,-377.354,-2.715,-20.208
2017-10-05 00:19:00,-1e+31,378.07,65138.4,-1e+31,-377.624,4.445,-17.815,-377.624,-0.813,-19.473
2017-10-05 00:20:00,-1e+31,376.28,60501.9,-1e+31,-375.857,2.511,-17.641,-375.857,-2.659,-18.841
2017-10-05 00:21:00,-1e+31,378.86,56796.5,-1e+31,-378.32,-0.541,-20.141,-378.32,-6.246,-20.522
2017-10-05 00:22:00,-1e+31,377.21,57350.0,-1e+31,-376.884,-3.458,-15.386,-376.884,-7.915,-15.205
